timestamp,container,cpu_percent,memory_usage_mb,memory_limit_mb,memory_percent,network_rx_mb,network_tx_mb,block_read_mb,block_write_mb,pids
2026-06-25T18:07:50Z,flash-sale-prometheus,0.28,18.444452,8329.015329,0.22,1.79,0.135,75.3,0.389,12
2026-06-25T18:07:58Z,flash-sale-api,23.6,91.268055,8329.015329,1.1,2.97,5.29,36.1,0.0,6
2026-06-25T18:07:58Z,flash-sale-worker,16.76,67.108864,8329.015329,0.81,2.94,2.99,23.9,0.0,1
2026-06-25T18:07:58Z,flash-sale-postgres,11.58,55.05024,8329.015329,0.66,4.34,3.81,41.7,24.0,11
2026-06-25T18:07:58Z,flash-sale-rabbitmq,16.17,162.634138,8329.015329,1.95,1.55,1.68,55.9,0.233,33
2026-06-25T18:07:58Z,flash-sale-prometheus,0.0,18.444452,8329.015329,0.22,1.8,0.135,75.3,0.389,12
2026-06-25T18:08:04Z,flash-sale-api,29.26,91.320484,8329.015329,1.1,3.41,5.82,36.1,0.0,7
2026-06-25T18:08:04Z,flash-sale-worker,19.88,67.108864,8329.015329,0.81,3.39,3.44,23.9,0.0,1
2026-06-25T18:08:04Z,flash-sale-postgres,13.81,55.060726,8329.015329,0.66,5.09,4.5,41.7,28.1,11
2026-06-25T18:08:04Z,flash-sale-rabbitmq,200.14,244.527923,8329.015329,2.94,1.79,1.91,55.9,0.233,63
2026-06-25T18:08:04Z,flash-sale-prometheus,0.01,18.444452,8329.015329,0.22,1.81,0.136,75.3,0.389,12
2026-06-25T18:08:12Z,flash-sale-api,31.21,91.393884,8329.015329,1.1,3.91,6.38,36.1,0.0,7
2026-06-25T18:08:12Z,flash-sale-worker,20.75,67.108864,8329.015329,0.81,3.84,3.88,23.9,0.0,1
2026-06-25T18:08:12Z,flash-sale-postgres,19.73,56.948163,8329.015329,0.68,5.8,5.2,41.7,32.3,12
2026-06-25T18:08:12Z,flash-sale-rabbitmq,20.25,162.843853,8329.015329,1.95,2.06,2.19,55.9,0.233,33
2026-06-25T18:08:12Z,flash-sale-prometheus,0.0,18.444452,8329.015329,0.22,1.83,0.137,75.3,0.389,12
2026-06-25T18:08:19Z,flash-sale-api,32.19,91.435827,8329.015329,1.1,4.38,6.88,36.1,0.0,7
2026-06-25T18:08:19Z,flash-sale-worker,22.2,67.108864,8329.015329,0.81,4.49,4.54,23.9,0.0,1
2026-06-25T18:08:19Z,flash-sale-postgres,14.91,56.958648,8329.015329,0.68,6.54,5.97,41.7,36.9,12
2026-06-25T18:08:19Z,flash-sale-rabbitmq,26.26,162.94871,8329.015329,1.96,2.37,2.49,55.9,0.233,33
2026-06-25T18:08:19Z,flash-sale-prometheus,0.0,18.444452,8329.015329,0.22,1.84,0.138,75.3,0.397,12
2026-06-25T18:08:25Z,flash-sale-api,36.83,91.435827,8329.015329,1.1,5.03,7.57,36.1,0.0,7
2026-06-25T18:08:25Z,flash-sale-worker,24.22,67.108864,8329.015329,0.81,5.09,5.14,23.9,0.0,1
2026-06-25T18:08:25Z,flash-sale-postgres,16.06,57.000591,8329.015329,0.68,7.32,6.77,41.7,41.6,12
2026-06-25T18:08:25Z,flash-sale-rabbitmq,29.14,163.158426,8329.015329,1.96,2.69,2.81,55.9,0.233,33
2026-06-25T18:08:25Z,flash-sale-prometheus,0.24,18.454938,8329.015329,0.22,1.86,0.139,75.3,0.397,12
2026-06-25T18:08:33Z,flash-sale-api,32.96,91.718943,8329.015329,1.1,5.56,8.13,36.1,0.0,7
2026-06-25T18:08:33Z,flash-sale-worker,22.05,67.108864,8329.015329,0.81,5.64,5.69,23.9,0.0,1
2026-06-25T18:08:33Z,flash-sale-postgres,12.11,57.011077,8329.015329,0.68,8.12,7.6,41.7,46.6,12
2026-06-25T18:08:33Z,flash-sale-rabbitmq,22.14,163.577856,8329.015329,1.96,3.02,3.14,55.9,0.238,33
2026-06-25T18:08:33Z,flash-sale-prometheus,0.0,18.444452,8329.015329,0.22,1.87,0.139,75.3,0.397,12
2026-06-25T18:08:40Z,flash-sale-api,1.29,91.341455,8329.015329,1.1,5.83,8.44,36.1,0.0,7
2026-06-25T18:08:40Z,flash-sale-worker,0.0,67.108864,8329.015329,0.81,5.92,5.97,23.9,0.0,1
2026-06-25T18:08:40Z,flash-sale-postgres,0.0,57.000591,8329.015329,0.68,8.42,7.88,41.7,48.2,12
2026-06-25T18:08:40Z,flash-sale-rabbitmq,3.47,163.577856,8329.015329,1.96,3.12,3.25,55.9,0.238,33
2026-06-25T18:08:40Z,flash-sale-prometheus,0.13,18.454938,8329.015329,0.22,1.88,0.14,75.3,0.397,12
2026-06-25T18:08:47Z,flash-sale-api,0.17,91.309998,8329.015329,1.1,5.84,8.45,36.1,0.0,6
2026-06-25T18:08:47Z,flash-sale-worker,0.0,67.129836,8329.015329,0.81,5.92,5.97,23.9,0.0,1
2026-06-25T18:08:47Z,flash-sale-postgres,0.03,57.000591,8329.015329,0.68,8.42,7.88,41.7,48.3,12
2026-06-25T18:08:47Z,flash-sale-rabbitmq,138.65,163.472998,8329.015329,1.96,3.13,3.26,55.9,0.238,33
2026-06-25T18:08:47Z,flash-sale-prometheus,0.0,18.454938,8329.015329,0.22,1.89,0.141,75.3,0.401,12
